ID,Last Name,First Name ,RIF?,Legacy,Group #,SF,LC,PS,I,PIG 1,PIG 2,Total,Notes (Rifs # and interests)
,Marchbanks,Meredith,,"XO, AOP",12,,,1,,,0,1,
,Marcum-French,Meredith,,"XO, AOP",1,,,1,,,0,1,
,Marine,Meghan,,XO,2,,,1,,,0,1,
,Maroney,Megan,,XO,3,,,1,,,0,1,
,Marshall,Natalie,,SDT(2),4,,,1,,,0,1,
,Marsula,Natalie,,SK,5,,,1,,,0,1,
,Matchette,Natalie,,SK,6,,,1,,,0,1,
,Mathis,Natalie,,SK,7,,,1,,,0,1,
,Matthews,Natalie,,SK,8,,,1,,,0,1,
,Maxwell,Natalie,,"SK, ADP",9,,,1,,,0,1,
,Mazurek,Nancy,,"SK, DG",10,,,1,,,0,1,
,McAuley,Rachel,,"KKG, DDD, AOP",11,,,1,,,0,1,
,McCanless,Rachel,,"KKG, DDD(in house)",12,,,1,,,0,1,
,McCann,Rachael,,"KKG, KAT",1,,,1,,,0,1,
,McCarthy,Rachael,,"KKG, KD",2,,,1,,,0,1,
,McCay,Rachael,,"KKG, KD",3,,,0,,,1,1,
,McCloskey,Quinn,,"KKG, KD, DDD",4,,,0,,,1,1,
,McClure,Payton,,"KD, XO(2)",5,,,1,,,0,1,
,McClure,Payton,,"KD, ZTA",6,,,0,,,1,1,
,McCord,Riley,,"KD, DDD, KKG",7,,,1,,,0,1,
,McCormack,Reagan,,KD,8,,,1,,,0,1,
,McCowan,Rachel B.,,KD,9,,,,,,,0,
,McCoy,Rachel,,KAT(2),10,,,,,,,0,
,McCray,Tarra,,"KAT, DZ",11,,,,,,,0,
,McCreary,Sydney,,KAT,12,,,0,,,0,0,
,McCrite,Sydney,,"GPhi, KAT",1,,,0,,,0,0,
,McCubbins,Stephanie,,"DZ, XO",2,,,0,,,0,0,
,McCurley,Sophie,,DG(2),3,,,0,,,0,0,
,McDonald,Sophia P.,,DG(2),4,,,0,,,0,0,
,McElhanon,Shelby,,DG,5,,,0,,,0,0,
,McEntire,Shannon,,DG,6,,,0,,,0,0,
,McFarland,Sarah,,DDD(2),7,,,0,,,0,0,
,McFatridge,Sarah,,DDD(2),8,,,0,,,0,0,
,McGee,Sarah,,DDD(2),9,,,0,,,0,0,
,McGhee,Sarah,,"DDD, KD",10,,,0,,,0,0,
,McGill,Sarah,,"DDD, DG",11,,,0,,,0,0,
,McGinnis,Sarah,,DDD,12,,,0,,,0,0,
,McGraw,Sara,,DDD,1,,,0,,,0,0,
,McGuire,Samie,,DDD,2,,,0,,,0,0,
,McHugh,Samantha,,DDD,3,,,0,,,0,0,
,McIntire,Sadie,,AXO,4,,,0,,,0,0,
,McInvale,Tristen,,"Aphi, ZTA, ADP",5,,,0,,,0,0,
,McKamey,Tiffany,,Aphi,6,,,0,,,0,0,
,McKee,Taylor,,"AOP, DZ",7,,,0,,,0,0,
,McKeown,Taylor,,AOP,8,,,0,,,0,0,
,McKnight,Taylor,,AGD,9,,,0,,,0,0,
,McLaughlin,Taylor,,AEPhi,10,,,0,,,0,0,
,McLean,Zoe,,"ADP, KD",11,,,0,,,0,0,
,McLean,Wyeth,,ADP,12,,,0,,,0,0,
,McLeod,Walker,,ADP,1,,,0,,,0,0,
,McMillen,Victoria,,ADP,2,,,0,,,0,0,
,McMullen,Riley,,"KD, DG",3,,,0,,,1,1,
,McMurrey,Anna,Yes,,4,2,,2,2,,0,6,
,McNabb,Rebekah,,KD,5,,,1,,,0,1,
,McNeely,Caroline,Yes,,6,2,1,1,1,,0,5,
,McNeill,Sophia,,DG(2),7,,,0,,,0,0,
,McPhail,Hannah,Yes,,8,,1,1,2,,0,4,
,McQueen,Meredith,,"XO, DDD",9,,,1,,,0,1,
,McWilliams,Catherine,Yes,,10,,1,1,2,,1,5,
,Meachum,Savannah,,DDD(in house),11,,,0,,,0,0,
,Meadows,Anna Katherine,Yes,,12,,2,1,2,,1,6,
,Meagher,Randi,,KD,1,,,,,,,0,
,Medford,Olivia M.,,OM,2,,,1,,,0,1,
,Medlin,Clara,Yes,,3,,1,1,1,,1,4,
,Meek,Val,,"AXD, DG",4,,,0,,,0,0,
,Meredith,Cayley,Yes,,5,,1,1,2,,1,5,
,Merrell,C. Wilton,Yes,,6,,1,1,2,,1,5,
,Merrell,Maddie,,,7,,,1,,,1,2,
,Merrell,Madeline,,,8,,,1,1,,0,1,
,Methe,Sydney,,"KAT, ADP",9,,,,,,,0,
,Meyer,Cecelia,Yes,,10,,1,1,2,,1,5,
,Meyer,Mollie,,OM,11,,,0,,,1,1,
,Meyers,Lacey,,,12,,,1,,,1,2,
,Mezrah,Kaleigh,Yes,,1,,,2,,,1,3,
,Miers,Karlie E.,Yes,,2,,1,1,1,,0,3,
,Miles,Anna Katherine,Yes,,3,,,2,2,,2,6,
,Miller,Anna Katherine,Yes,,4,2,1,1,2,,0,6,
,Miller,Anna Kate,Yes,,5,,1,1,2,,2,6,
,Miller,Anna K.,Yes,,6,,1,1,2,,2,6,
,Miller,Bailey,Yes,,7,,1,1,2,,1,5,
,Miller,Brooke,Yes,,8,,1,1,2,,1,5,
,Miller,Evangeline,Yes,,9,2,,1,,,1,4,
,Miller,Sidney,,"DG, AOP",10,,,0,,,0,0,
,Miller,Abbie,,,11,,,0,,,0,0,
,Mills,Abigail,Yes,,12,,2,2,2,,2,8,
,Mills,Emily,Yes,,1,,1,1,2,,0,4,
,Mincarelli,Abi,Yes,,2,2,1,2,2,,1,8,
,Mindt,Abby Grace,Yes,,3,2,,2,2,,2,8,
,Miracle,Alexi,Yes,,4,,1,2,2,,2,7,
,Miscoll,Alexandra,Yes,,5,,1,2,2,,2,7,
,Mitchell,Alex,Yes,,6,,,3,2,,2,7,
,Mitchell,Ali,Yes,,7,,1,2,2,,2,7,
,Mitcheltree,Ali,Yes,,8,,1,2,2,,2,7,
,Mixon,Ali,Yes,,9,,1,2,2,,2,7,
,Moak,Anna Holt,Yes,,10,,1,2,2,,1,6,
,Mohler,Annabel,Yes,,11,,1,1,2,,2,6,
,Molina,Anna T.,Yes,,12,,2,1,2,,1,6,
,Mollerus,Anna R.,Yes,,1,,1,2,2,,1,6,
,Monnin,Anna R.,Yes,,2,,1,2,2,,1,6,
,Monroe,Anna Miller,Yes,,3,,1,1,2,,2,6,
,Monson,Anna Katherine (AK),Yes,,4,2,2,1,1,,0,6,
,Monteleone,Ash,Yes,,5,,1,3,2,,0,6,
,Montgomery,Aria,Yes,,6,,1,1,2,,2,6,
,Montgomery,Anya,Yes,,7,,1,2,2,,1,6,
,Mooney,Annie,Yes,,8,,1,1,2,,2,6,
,Moore,Annie,Yes,,9,,2,2,2,,0,6,
,Moore,Annie,Yes,,10,,2,1,2,,1,6,
,Moore,Annie,Yes,,11,,,2,2,,2,6,
,Moore,Bailey,Yes,,12,,1,1,2,,1,5,
,Moore,Becca,Yes,,1,,1,1,1,,2,5,
,Moore,Becca A.,Yes,,2,,2,1,2,,0,5,
,Moore ,Becca,Yes,,3,,1,1,2,,1,5,
,Moore ,Baylee,Yes,,4,,1,1,2,,1,5,
,Moran,Cady,Yes,,5,,1,1,2,,1,5,
,Morgan,Cady,Yes,,6,,1,1,2,,1,5,
,Morgan,Caitlin,Yes,,7,,1,1,2,,1,5,
,Morgan,Caitlin,Yes,,8,,,1,2,,2,5,
,Morris,Brittyn,Yes,,9,,,2,1,,2,5,
,Morris,Brittany,Yes,,10,,0,2,2,,1,5,
,Morris,Caroline,Yes,,11,,1,1,2,,1,5,
,Morrison,Caroline,Yes,,12,,1,1,2,,1,5,
,Morrow,Caroline,Yes,,1,,1,2,,,2,5,
,Morse,Caroline,Yes,,2,,1,2,2,,0,5,
,Morton,Caroline,Yes,,3,,,2,2,,1,5,
,Mosely,Catherine,Yes,,4,,1,1,2,,1,5,
,Moses,Catherine,Yes,,5,,,1,2,,2,5,
,Moses,Catherine,Yes,,6,,,1,2,,2,5,
,Mudd,Catherine,Yes,,7,,,1,2,,1,4,
,Mueller,Catherine,Yes,,8,,,1,2,,1,4,
,Mullen,Claire,Yes,,9,,1,1,2,,0,4,
,Muller,Claire,Yes,,10,,1,1,2,,0,4,
,Mulligan,Claire,Yes,,11,,1,1,2,,0,4,
,Mullins,Claire,Yes,,12,,1,1,2,,0,4,
,Munn,Claire,Yes,,1,,1,1,2,,0,4,
,Murken,DJ,Yes,,2,,1,1,2,,0,4,
,Murphy,Deviane,Yes,,3,2,,1,1,,0,4,
,Murray,Destiny,Yes,,4,,1,1,2,,0,4,
,Murray,Ellen,Yes,,5,,,1,2,,1,4,
,Musco,Ella,Yes,,6,,,0,2,,2,4,
,Musgrave,Elizabeth G.,Yes,,7,,1,1,2,,0,4,
,Muskus,Elizabeth Grace,Yes,,8,,,2,,,2,4,
,Myers,Emily,Yes,,9,2,,0,1,,1,4,
,Myers,Emily,Yes,,10,,,2,2,,0,4,
,Myers,Emily,Yes,,11,,1,0,1,,2,4,
,Myers,Emily,Yes,,12,,,2,,,2,4,
,Myers,Emily,Yes,,1,2,,1,,,1,4,
,Myers,Emily,Yes,,2,,1,1,1,,1,4,
,Myford,Emily,Yes,,3,,1,1,2,,0,4,
,Nakos,Erin,Yes,,4,,1,1,2,,0,4,
,Nall,Erica,Yes,,5,,,2,1,,1,4,
,Name,Erika,Yes,,6,,1,1,2,,0,4,
,Nance,Francheska,Yes,,7,,1,1,2,,0,4,
,Naquin,Garrett,Yes,,8,,1,1,2,,0,4,
,Narezo,Gacie,Yes,,9,,,1,2,,1,4,
,Nash,Gaby L.,Yes,,10,,1,1,2,,0,4,
,Nash,Gaby,Yes,,11,,1,1,1,,1,4,
,Neal,Gabrielle,Yes,,12,,1,1,2,,0,4,
,Newman,Gabrielle,Yes,,1,,,2,,,2,4,
,Nguyen,Hannah,Yes,,2,,1,2,,,1,4,
,Nicholas,Hannah,Yes,,3,,1,0,2,,1,4,
,Nichols,Hannah,Yes,,4,,,1,2,,1,4,
,Nichols,Hannah,Yes,,5,,,1,2,,1,4,
,Nicholson,Hannah,Yes,,6,,1,1,1,,1,4,
,Noble,Hanna,Yes,,7,,,1,1,,1,3,
,Noblin,Hannan,Yes,,8,,,1,2,,0,3,
,Nolan,Hannah R.,Yes,,9,,1,1,1,,0,3,
,Norman,Hannah,Yes,,10,,0,1,2,,0,3,
,Norris,Helena,Yes,,11,,,1,1,,1,3,
,Norton,Helen,Yes,,12,,1,1,1,,0,3,
,Nosef,Jane Bradford,Yes,,1,,,0,2,,1,3,
,Nute,Jaimie,Yes,,2,,,0,2,,1,3,
,O'Neal,Jordan,Yes,,3,,1,0,1,,1,3,
,O'Neil,Jordan,Yes,,4,,,1,,,2,3,
,Odom,Jordan,Yes,,5,,,1,1,,1,3,
,Odom,Jessica,Yes,,6,,,2,,,1,3,
,Oglesby,Jenna,Yes,,7,,1,0,1,,1,3,
,Olive,Jenna,Yes,,8,,,1,2,,0,3,
,Olsen,Kaleigh,Yes,,9,,,1,2,,0,3,
,Oodom,Karlee,Yes,,10,,1,0,2,,0,3,
,Orr,Kari,Yes,,11,,,0,2,,1,3,
,Ortlepp,Kari,Yes,,12,,1,1,1,,0,3,
,Osman,Kara,Yes,,1,,,1,2,,0,3,
,Overby,Kara,Yes,,2,,,1,,,2,3,
,Owen,Kara,Yes,,3,,,1,2,,0,3,
,Owens,Kathleen G.,Yes,,4,,1,1,1,,0,3,
,Owsley,Kathleen,Yes,,5,,,1,2,,0,3,
,Ozment,Kassidy,Yes ,,6,,,1,,,2,3,
,Pace,Kasse,Yes ,,7,,,1,1,,1,3,
,Pacetti,Kasey,"Yes, DNR",,8,,,1,,,2,3,
,Paderwski,Karsyn,"Yes, DNR",,9,,1,1,1,,0,3,
,Padgett,Karsyn,,,10,,1,1,1,,0,3,
,Padgett,Katie,,,11,,,1,1,,1,3,
,Page,Kaylin,,,12,,1,1,1,,0,3,
,Palmer,Kaylor,,,1,,,1,,,2,3,
,Palmer,Keely,,,2,,1,1,1,,0,3,
,Pappas,Kennedy,,,3,,1,2,,,0,3,
,Pappert,Kiersten,,,4,,1,0,1,,0,2,
,Parise,Kiki (Caitlyn),,,5,,,1,,,1,2,
,Parker,Kendall,,,6,,,1,,,1,2,
,Parker,Kristen,,,7,,,0,,,2,2,
,Parker,Lauren,,,8,,,1,,,1,2,
,Parker,Lauren,,,9,,,2,,,0,2,
,Parnell,Lauren,,,10,,,1,,,1,2,
,Parr,Lauren,,,11,,,1,,,1,2,
,Parrish,Layne,,,12,,,1,1,,0,2,
,Parrish,Lauren T.,,,1,,,0,1,,1,2,
,Pasco,Laurin,,,2,,,2,,,0,2,
,Patrick,Lauren,,,3,,,1,,,1,2,
,Patterson,Lauren,,,4,,1,0,1,,0,2,
,Patterson,Lauren,,,5,,,1,,,1,2,
,Patti,Lauren,,,6,,,1,,,1,2,
,Pauls,Lauren,,,7,,,1,1,,0,2,
,Payne,Macey,,,8,,,1,,,1,2,
,Pearson,Lindsey,,,9,,,0,,,2,2,
,Pearson,Lindsey,,,10,,,1,,,1,2,
,Pease,Lindsey,,,11,,,1,,,1,2,
,Pecha,Lindsey,,,12,,,,2,,,2,
,Peden,Lily,,,1,,,1,1,,0,2,
,Pelski,Lily,,,2,,1,0,1,,0,2,
,Pence,Mackenzie,,,3,,,1,,,1,2,
,Penegor,Maddy,,,4,,,2,,,0,2,
,Penn,Madeleine,,,5,,,1,,,1,2,
,Pennel,Madisyn,,,6,,,2,,,0,2,
,Pepper,Madison Rose,,,7,,,1,,,1,2,
,Perrigin,Madison A.,,,8,,,1,,,1,2,
,Perrin,Madison,,,9,,,1,,,1,2,
,Perry,Madison,,,10,,1,0,1,,,2,
,Perry,Madison,,,11,,,2,,,0,2,
,Peters,Madison,,,12,,,0,1,,0,1,
,Peters,Madison,,,1,,,1,,,0,1,
,Peterson,Madison,,,2,,,0,,,1,1,
,Pewitt,Makenna,,,3,,,0,,,1,1,
,Pharr,Makayla,,,4,,,1,,,0,1,
,Phillips,Maggie,,,5,,,1,,,0,1,
,Phillips,Maggie,,,6,,,1,,,0,1,
,Phillips,Maggie,,"Yes(2), MS BETA(2), DZ",7,,,1,,,0,1,
,Piasio,Mary,,"Yes, MS BETA(in house)",8,,,0,,,1,1,
,Picard,Marli,,"Yes, OM",9,,,1,,,0,1,
,Pierce,Mary Morgan,,"Yes, DDD(2), XO",10,,,1,,,0,1,
,Pieroni,Mary Mattocks,,"Yes, DDD(3)",11,,,1,,,0,1,
,Pierson,Mary Mackie,,"Yes, DG",12,,,0,1,,0,1,
,Pitfield,Mary Lexis,,"Yes, DG, XO",1,,,1,,,0,1,
,Pittman,Mary Kathryn,,"Yes, DG(2)",2,,,1,,,0,1,
,Pitts,Mary Kathryn,,"Yes, DZ, Gphi",3,,,0,,,1,1,
,Plage,Mary Kent,,"Yes, KAO",4,,,1,,,0,1,
,Plauche,Mary Katherine,,"Yes, KAO, DDD ",5,,,1,,,0,1,
,Poff,Mary Katherine,,"Yes, KAT",6,,,1,,,0,1,
,Pope,Mary Katherine,,"Yes, KAT",7,,,0,,,1,1,
,Popham,Miller,,XO(2),8,,,1,,,0,1,
,Post,Meredith,,"XO, KD",9,1,,0,,,0,1,
,Potter,Meredith,,"XO, KD",10,,,0,1,,0,1,
,Potter,Megann,,XO,11,,,1,,,0,1,
,Poulton,Megan,,XO,12,,,1,,,0,1,
,Powell,Nancy,,"SLS, SSS",1,,,0,,,1,1,
,Power,Naiome,,SSS,2,,,0,,,1,1,
,Premo,Nadia,,SSS,3,,,1,,,0,1,
,Pridgen,Mya,,SSS,4,,,1,,,0,1,
,Prostov,Morgan P.,,SSS,5,,,0,,,1,1,
,Provin,Morgan,,SSS,6,,,1,,,0,1,
,Pruett,Morgan,,XO,7,,,0,,,1,1,
,Pruitt,Quarles,,"KKG, OM",8,,,0,,,1,1,
,Pruitt,Preston,,"KKG, OM",9,,,1,,,0,1,
,Pugh,Pirie,,"KKG, XO(2)",10,,,1,,,0,1,
,Pullen,Phoebe,,"KKG(), DDD",11,,,1,,,0,1,
,Pumphrey,Peyton,,KKG(2),12,,,,1,,,1,
,Purdie,Peyton,,KKG(2),1,,,1,,,0,1,
,Purnell,Payten,,KD(2),2,,,1,,,0,1,
,Puzz,Paige,,KD(2),3,,,0,,,1,1,
,Raber,Rileigh,,"KD, KKG, DDD",4,,,1,,,0,1,
,Radford,Reagan,,KD,5,,,1,,,0,1,
,Radigan,Rachel A.,,KD,6,,,,,,,0,
,Ragone,Rachel,,KAT(2),7,,,,,,,0,
,Raines,Taite,,"KAT, OM",8,,,,,,,0,
,Rainwater,Sydney,,KAT,9,,,0,,,0,0,
,Raley,Sydney,,Gphi(2),10,,,0,,,0,0,
,Ramsey,Stephanie,,"DZ, XO(2)",11,,,0,,,0,0,
,Randall,Sophia,,DG(2),12,,,0,,,0,0,
,Rankin,Sophia,,DG(in house),1,,,0,,,0,0,
,Rausch,Shelby,,DG,2,,,0,,,0,0,
,Raviani,Shannon,,DG,3,,,0,,,0,0,
,Ready,Sarah,,DDD(2),4,,,0,,,0,0,
,Rebich,Sarah,,DDD(2),5,,,0,,,0,0,
,Reed,Sarah,,DDD(2),6,,,0,,,0,0,
,Reed,Sarah,,"DDD, KD ",7,,,0,,,0,0,
,Reese,Sarah,,"DDD, DG",8,,,0,,,0,0,
,Reeves,Sarah,,DDD ,9,,,0,,,0,0,
,Reid,Sara,,DDD,10,,,0,,,0,0,
,Reid,Samantha ,,DDD,11,,,0,,,0,0,
,Reider,Samantha,,DDD,12,,,0,,,0,0,
,Reilly,Sadie,,AXO,1,,,0,,,0,0,
,Reinhardt,Tori,,ASA,2,,,0,,,0,0,
,Repka,Tiffany,,APhi,3,,,0,,,0,0,
,Retnam,Taylor,,"AOP, KAT",4,,,0,,,0,0,
,Rhodes,Taylor,,AOP,5,,,0,,,0,0,
,Rice,Taylor,,AGD(3),6,,,0,,,0,0,
,Richard,Tatum,,AGD,7,,,0,,,0,0,
,Richards,Zoe,,"ADP, XO",8,,,0,,,0,0,
,Richardson ,Weslee,,ADP,9,,,0,,,0,0,
,Richter,Virginia,,ADP,10,,,0,,,0,0,
,Riddick,Victoria,,ADP,11,,,,,,,0,
,Riddle,Rhiannon,,"KD, OM",12,,,0,,,1,1,
,Ridgely,Annemarie,Yes,,1,,1,1,2,,2,6,
,Ridgeway,Rebecca,,KD,2,,,1,,,0,1,
,Ridgway,Caroline,Yes,,3,,,1,2,,2,5,
,Ridinger,Sommer Grace,,DOP,4,,,0,,,0,0,
,Rieder,Hanna,Yes,,5,,,1,,,2,3,
,Rieveschl,Meredith,,"XO, KKG",6,,,1,,,0,1,
,Rigsby,Catherine,Yes,,7,2,,1,,,1,4,
,Riker,Savannah,,"DDD(in house), KKG",8,,,0,,,0,0,
,Riley,Annie,Yes,,9,,1,2,1,,2,6,
,Riley,Olivia,,OM,10,,,1,,,0,1,
,Riley,Ramelle,,KD,11,,,,,,,0,
,Rinker,Claire,Yes,,12,,1,1,2,,0,4,
,Rios,Victoria,,AXO,1,,,0,,,,0,
,Ripple,Cate,Yes,,2,,1,1,2,,0,4,
,Riser,Caitlyn,Yes,,3,,1,1,1,,2,5,
,Riser,Madeline,,,4,,,1,,,0,1,
,Rishty,Maddie,,,5,,,1,,,1,2,
,Roberts,Sydney,,"KAT, AXO",6,,,0,,,0,0,
,Robertson,Mollie,,OM,7,,,0,,,1,1,
,Robinson,Chloé,Yes,,8,,,1,2,,1,4,
,Robinson,Kylie,,,9,,,0,2,,0,2,
,Rodreiguz,Kaleigh,Yes,,10,,,1,,,2,3,
,Rodriguez,Kameron,Yes,,11,,,1,,,2,3,
,Roessner,Annie,Yes,,12,2,1,1,2,,0,6,
,Rogers,Anne Marie,Yes,,1,,,2,2,,2,6,
,Rogers,Abbey,,,2,,,,,,,0,
,Rohrer,Anne Carter,Yes,,3,,1,2,2,,1,6,
,Rojas,Becca,Yes,,4,,1,2,1,,1,5,
,Romanos,Sidney,,"DG, DDD",5,,,0,,,0,0,
,Romeo,Anne Caroline,Yes,,6,,,2,2,,2,6,
,Rosas,Brittany,Yes,,7,,,1,2,,2,5,
,Rose,Abby E.,Yes,,8,2,1,2,2,,1,8,
,Rose,Emily,Yes,,9,,1,1,2,,0,4,
,Rose,Erin C.,Yes,,10,0,1,0,1,,2,4,
,Ross,Abby B.,Yes,,11,,2,2,2,,2,8,
,Ross,Abby,Yes,,12,,1,3,2,,2,8,
,Rousseau,Alexis,Yes,,1,,1,2,2,,2,7,
,Rowsey,Alexis,Yes,,2,,1,3,1,,2,7,
,Rule,Alexis,Yes,,3,,1,2,2,,2,7,
,Ryan,Alix,Yes,,4,,2,1,2,,2,7,
,Rydeen,Alison,Yes,,5,,2,2,2,,1,7,
,Sanders,Alison,Yes,,6,,2,2,2,,1,7,
,Sanders,Anne,Yes,,7,,0,2,2,,2,6,
,Sanders,AnnBrendle,Yes,,8,,1,2,2,,1,6,
,Sanderson,Annabelle,Yes,,9,,1,1,2,,2,6,
,Sansone,Annalee,Yes,,10,,1,1,2,,2,6,
,Saul,Annabella,Yes,,11,,2,0,2,,2,6,
,Scarpa,Ashley,Yes,,12,,1,1,2,,2,6,
,Scarpino,Ashley,Yes,,1,2,1,1,1,,1,6,
,Scharff,Ashley,Yes,,2,,2,1,2,,1,6,
,Scher,Ashley,Yes,,3,2,1,1,2,,0,6,
,Scheuermann,Ashley,Yes,,4,,1,2,2,,1,6,
,Schifano,Ashby,Yes,,5,,1,1,2,,2,6,
,Schiller,Ashton,Yes,,6,,1,2,1,,2,6,
,Schroeder,Ashton,Yes,,7,,,2,2,,2,6,
,Schroyer,Ashley,Yes,,8,2,1,1,2,,0,6,
,Schulze,Battle,Yes,,9,,,2,2,,1,5,
,Scism,Breanna,Yes,,10,,1,2,2,,0,5,
,Scott,Bree,Yes,,11,,1,1,2,,1,5,
,Scott,Betsy,Yes,,12,,1,1,2,,1,5,
,Scott,Betsy,Yes,,1,,2,1,2,,0,5,
,Scott,Caleigh,Yes,,2,,2,2,,,1,5,
,Seale,Caley,Yes,,3,,,1,2,,2,5,
,Searight,Callaway,Yes,,4,,1,1,1,,2,5,
,Sech,Callie,Yes,,5,,,2,2,,1,5,
,Seiter,Brittany,Yes,,6,,2,1,2,,0,5,
,Sekul,Cara,Yes,,7,,1,1,2,,1,5,
,Sellers,Caroline,Yes,,8,,1,2,1,,1,5,
,Sengson,Caroline,Yes,,9,,1,0,2,,2,5,
,Serafin,Caroline,Yes,,10,,1,3,,,1,5,
,Sergis,Caroline,Yes,,11,2,,1,,,2,5,
,Serpa,Caroline,Yes,,12,,1,1,2,,1,5,
,Sessions,Chloe,Yes,,1,,,1,2,,1,4,
,Settlemires,Chloe,Yes,,2,,,1,1,,2,4,
,Shackleford,Chloe,Yes,,3,,1,1,2,,0,4,
,Sharp,Chelsea,Yes,,4,,1,1,2,,0,4,
,Sharritts,Chelsea,Yes,,5,,1,1,2,,0,4,
,Shaver,Claire,Yes,,6,,,1,2,,1,4,
,Shaw,Claire,Yes,,7,,1,1,2,,0,4,
,Shea,Claire,Yes,,8,0,,1,2,,1,4,
,Sheehan,Claire,Yes,,9,,1,1,2,,0,4,
,Sheffield,Claire,Yes,,10,,1,1,2,,0,4,
,Shell,Denise,Yes,,11,,1,1,2,,0,4,
,Shelton,Destiny,Yes,,12,,1,0,2,,1,4,
,Sheppard,Delaney N.,Yes,,1,,1,1,2,,0,4,
,Shinn,Elizabeth ,Yes,,2,,1,1,2,,0,4,
,Shook,Elizabeth C.,Yes,,3,,1,1,1,,1,4,
,Short,Elizabeth ,Yes,,4,,1,1,1,,1,4,
,Shuford,Elizabeth ,Yes,,5,,1,1,1,,1,4,
,Shulman,Emily,Yes,,6,,1,0,2,,1,4,
,Shulze,Emily,Yes,,7,,1,2,1,,0,4,
,Shumann,Emily,Yes,,8,,,1,2,,1,4,
,Sidley,Emily,Yes,,9,,2,1,1,,0,4,
,Siebenaler,Emerson,Yes,,10,,1,1,2,,0,4,
,Sigrist,Emily,Yes,,11,,2,1,1,,0,4,
,Sigworth,Emory,Yes,,12,,,1,2,,1,4,
,Sills,Frances,Yes,,1,,,1,2,,1,4,
,Sills,Frances,Yes,,2,,1,1,1,,1,4,
,Silvia,Finley,Yes,,3,,,1,2,,1,4,
,Simmons,Gabby,Yes,,4,,1,1,2,,0,4,
,Simmons,Gabrielle,Yes,,5,,,1,2,,1,4,
,Simmons,Gabrielle,Yes,,6,,1,1,2,,0,4,
,Simon,Gabi,Yes,,7,,1,2,,,1,4,
,Sirdashney,Gabby,Yes,,8,,1,1,2,,0,4,
,Skudder,Gabby,Yes,,9,,,0,2,,2,4,
,Slaten,Grace-Anne,Yes,,10,,1,1,2,,0,4,
,Slaughter,Hanah,Yes,,11,,,1,,,2,3,
,Smith,Hallie,Yes,,12,,,2,1,,0,3,
,Smith,Hallie,Yes,,1,,1,,2,,0,3,
,Smith,Hallie,Yes,,2,,,1,,,2,3,
,Smith,Haley,Yes,,3,,,2,,,1,3,
,Smith,Haley,Yes,,4,,,0,2,,1,3,
,Smith,Hannah R.,Yes,,5,,1,1,,,1,3,
,Smith,Hannah M.,Yes,,6,,1,1,1,,0,3,
,Smith,Hannah,Yes,,7,,1,,2,,,3,
,Smith,Helen,Yes,,8,,1,0,2,,0,3,
,Smith,Heather,Yes,,9,,,1,2,,0,3,
,Smith,Jane,Yes,,10,,,1,,,2,3,
,Smith,Jaclyn,Yes,,11,,,1,,,2,3,
,Smith,Jordan,Yes,,12,,1,1,,,1,3,
,Smith,Jordan,Yes,,1,,1,1,1,,0,3,
,Smith,Jordan,Yes,,2,,,1,2,,0,3,
,Smith,Jessica,Yes,,3,,,1,2,,0,3,
,Smith,Jayme,Yes,,4,,,1,2,,0,3,
,Smith,Jayni,Yes,,5,,,1,2,,0,3,
,Smith,Kalee,Yes,,6,,1,2,,,0,3,
,Smith,Kameron,Yes,,7,,,2,,,1,3,
,Smith,Kallie,Yes,,8,,,0,1,,2,3,
,Snear,Kalyn,Yes,,9,,,2,1,,0,3,
,Snipes,Kallie,Yes,,10,,,1,1,,1,3,
,Snodgrass,Kalley,Yes,,11,,,1,,,2,3,
,Soper,Kalissa,Yes,,12,,,1,,,2,3,
,Sorbara,Katherine R.,Yes,,1,,,1,2,,0,3,
,Sorbello,Katherine,Yes,,2,,,2,,,1,3,
,Sparks,Karson,,,3,,,0,2,,1,3,
,Spencer,Karly,,,4,,,1,,,2,3,
,Spies,Katie M.,,,5,,,1,2,,0,3,
,Sproles,Katrina,,,6,,1,1,1,,0,3,
,Sprute,Katie,,,7,,1,1,1,,0,3,
,Spurling,Keevie,,,8,,,0,2,,1,3,
,St. Amant,Kendall,,,9,,1,1,1,,0,3,
,St. Martin,Kendall,,,10,,,1,,,2,3,
,Stacy,Kendall,,,11,,,1,2,,0,3,
,Stanford,Kendall,,,12,,,0,2,,1,3,
,Statham,Kristen,,,1,,,1,,,1,2,
,Staton,Kirsten,,,2,,,1,,,1,2,
,Stayer,Kingsley,,,3,,,1,1,,0,2,
,Stearns,Kinsey,,,4,,,1,,,1,2,
,Stec,Lauren,,,5,,1,1,,,0,2,
,Steckler,Laurel,,,6,,1,1,,,0,2,
,Steele,Laurel,,,7,,,1,1,,0,2,
,Stehr,Laura Lynn,,,8,,,1,,,1,2,
,Steibling,Lauren,,,9,,,1,1,,0,2,
,Stephens,Lauren,,,10,,,1,1,,0,2,
,Stephens,Lauren,,,11,,,1,,,1,2,
,Stephens,Lauren,,,12,,,1,,,1,2,
,Stephens,Lauren,,,1,,,1,1,,0,2,
,Sternklar,Lauren,,,2,,,1,,,1,2,
,Stevens,Lauren,,,3,,,1,,,1,2,
,Stewart,Mackenzie,,,4,,,1,,,1,2,
,Stewart,Mace,,,5,,,1,,,1,2,
